Commentaire ID,Texte du commentaire
UgwKYhrqMHxJdPolZ6N4AaABAg,"Que vous en vouliez ou pas, POUTINE restera votre Cauchemar."
UgyWphfDdrIsDcblnaB4AaABAg,Ah y avait longtemps que BFM avait pas dit du mal de Poutine
Ugz4X1rJxVGiKr8V-Ih4AaABAg,Comme disait le vrai président Jacques Chirac grand président. BFM TV LCI vous serait ET vous resterez abracadabrantesque. Regarder votre passé déjà maréchal Pétain pierre Laval vichy on passant par Nicolas Sarkozy en plus pour défendre zeneski le malfaiteur un truand crapule un Forban un hors la loi un bandit une fripouille un pau de potence
UgyysxqIkBoCdTLXZ0d4AaABAg,un reportage digne des film hollywoodien bravo BFM tv pour votre propagande vous méritez un oscar bande de comique de l&#39;info 😁👍
UgxneZ7moXxA10f0rhB4AaABAg,"Poutine, c&#39;est la peur qui va le tuer."
UgwtEQYGTPBZD0hV2aR4AaABAg,"Et mec, c’est des grands gueules, mais c’est des sacrés chocattars"
UgzlyzXezQbSJNObPz14AaABAg,L&#39;occident est le diable voilà pourquoi il se protège contre les diables de L&#39;occident. Ils sont capables de tout.
UgxLfIuKZqtiqS1SVeN4AaABAg,C&#39;est tout ça qui fait de lui l&#39;homme le plus puissant de la planète par ce que le mal est partout
UgxNPLfhlLjsqig503d4AaABAg,Ces médias là n&#39;ont rien à faire vraiment et le président américain ?
UgzFM2KeH-sDBo4Z5954AaABAg,Comme si Biden n&#39;est pas protégé
Ugw2flFN423mtx51N-l4AaABAg,Il lui manque la plus importante  protection .celle de notre PERE  ETERNEL  auquel il croit appartenir ...
UgyppKmfI07teoqbTmV4AaABAg,on s&#39;en fou ...parler de vous même.
UgwngugLCwj6fbcbZcd4AaABAg,je me demande si vous  être conscient de ce que vous dites
Ugx1jS4gzAmKF15k7nR4AaABAg,Je pourrais regarder la scène du meeting avec Macron encore 50 fois 😂😂😂
UgzfkunAIokq_ILfx4N4AaABAg,❤ 🇷🇺
UgzhieSHl9Dnxbbi9wd4AaABAg,Que des mensonges
Ugys3Jnd96y05nwOkp14AaABAg,"vive Poutine, vive la Russie. on s&#39;en fou de l&#39;avis des otaniens"
Ugx--5a9BPpeIcSEJVR4AaABAg,Très belle fiction 😂😂😂!
Ugysx2BT-FVBobdqytd4AaABAg,"Vladimir, tu es le héros du monde libre !"
UgyoyeYPN-M1dV4kP1d4AaABAg,"Nous irons chercher, toutes les prostituées de l&#39;oligarchie atlantiste qui nous ont infligé la manipulation médiatique."
Ugy0oZ9suv0_1VTkcQ54AaABAg,"Macron il lui faut 1000 CRS pour aller au salon de l&#39;agriculture. Il a peur d&#39;aller voir le peuple et de se prendre une nouvelle baffe, voire de se faire descendre par un patriote.  Vous êtes toujours dans l&#39;inversion de la réalité.<br>Putin va en public dans des manifestation publique de plusieurs centaines de milliers de personnes, sans se faire huer, lui. Les Russes sont émus quand ils entendent leur président, et beaucoup de Français le sont également. <br>Poutine est le plus grand président du siècle. Macron pire que Hollande, et c&#39;est peu dire."
Ugx2h4QM0_9HYYK-OO94AaABAg,à quoi ça sert de faire c&#39;est reportage ne croyez pas qu&#39;on crois à tous ça. vous avez faire pareille avec kadafi de la libye en suite vous l&#39;avez assassiner. on voix clairement votre jeu. vous prenez de gens à gauche et à droite pour faire croire qu&#39;ils ont travaillés pour poutine; pitié arrêter on sait que vous êtes désespéré mais c&#39;est pas grave on vous comprend votre souffrance à l&#39;égare de monsieur poutine
UgwBlKRacy584huZGWZ4AaABAg,"Avec le terrorisme américain c&#39;est une précaution élémentaire. Vous qui êtes la serpillière de l&#39;oligarchie, lorsqu&#39;elle va s&#39;effondrer, qu&#39;elle protection aurez vous ? Le peuple aura beaucoup de questions à vous poser... 😉"
UgyJCeQWOOmj5blm87p4AaABAg,"tu m&#39;étonnes avec tous ceux qui veulent sa peau, oui si c&#39;est pas triste que pour une fois qu&#39;il y a un dirigeant qui sait partager la richesse avec son peuple , donc un modèle que beaucoup de dirigeants devraient suivre et pas vouloir dégommer"
UgwaphJQGmuCRK96KMF4AaABAg,Vous racontez n&#39;importe quoi. En 2022 quand il s&#39;assoit avec macron chacun a deud extrémités de la table moin de 24h plus tard il recevait les chef d&#39;État africains. Y avait des lingues poignées de main et des accolades. Cest pas a cause du covid quil a mis la distance avec macron.
UgxTfliN63oDM4PJyAR4AaABAg,"Mais il fait ce qu&#39;il veut non, comme l&#39;américain qui a un bureau / bunker volant AF1 !?!😅"
UgzofV-bEaFQg-Ng5sR4AaABAg,"Ce n&#39;est pas de la peur, ce sont des règles de sécurité propre aux présidents les plus puissants du monde, partant des états unis, l&#39;Inde,   la Chine, le Japon, etc... selon la puissance de ces états.<br>Tant mieux si la gamme de sécurité du président français n&#39;est pas aussi élevé. Petit président = petite sécurité, grand président = grande sécurité."
Ugxv_JSz23IyL4T8zK14AaABAg,Propagande  quand tu nous tiens...!!!
Ugy3mc1XS6mGU7YDzm54AaABAg,"Les plus protégés après Macron…,<br>Macron, se protège même contre son peuple <br>Regardez le au salon de l’agriculture <br>Il a fui les agriculteurs ?!"
Ugw9jhDPQ4CcFmiinsZ4AaABAg,les plus proteges apres macron 😂😂😂😂😂😂<br>21 cars de crs ou le samon de l&#39;agriculture 😂
Ugy90HYplkDUQ50HNnZ4AaABAg,Mais il sont fous ces journalistes. Le FSO russe est l&#39;equivalent pure et simple du secret service americain. Ils font le meme travail. Les memes methodes quasiment pour assurer la securite de leur president successif. Je comprends pas pourquoi cet acharnement contre poutine. Franchement c&#39;est con.
UgxQsuLLfXFsuNmOsNF4AaABAg,"On s&#39;en fou de macron, on s&#39;en fou de limite de macron et on va quoi ?  Je oublié 😂😂😂😂"
UgypnzH1ZtX1h0kOLup4AaABAg,Un ex agent de sécurité de KFC 😂😂😂😂😂😂😂
Ugzg1sfZ9jKQy1E3MZV4AaABAg,je regarde et je ris seulement
UgyB4gVpcOrDh1xSJWV4AaABAg,Merci pour ce reportage exceptionnel car s&#39;est ce qui incite l&#39;Occident a fournir plus d&#39;armes.
Ugx99AKOKEUzGzNY9-B4AaABAg,😂😂😂 ils appellent ça un &quot;documentaire&quot; à bfm!!! Qui vraiment pouvait s&#39;attendre à autre chose que ce jailli de haine et de propagande !!!
Ugx0FzGFOcGhphly6Rh4AaABAg,Khadafi etait un monstre et les libyens ne l&#39;on pas  rater.  Avis a putler xi et les autres rat
UgzlAchaJtbqmhAek4J4AaABAg,Le comble! On a merdé partout😢
UgwwyH-W-g2e-xug1Qt4AaABAg,"Macron, l&#39;homme le plus dangereux du monde"
UgxmriJYRze58iWdj014AaABAg,BFMTV qui vous a donné l’autorisation de surnommer les autres cette nom DICTATEUR?
UgwX4gFtvCqxERb4FVd4AaABAg,LE TSAR VAS RÉCUPÉRER L&#39;UKRAINE ET METTRE DEHORS LOTAN LA CHIENNE DES ÉTATS-UNIS
UgxuGLF1aslu53ZBxcF4AaABAg,Mdr « poutine tremble de peur » la propagande marche à plein tube pour nous faire croire que la Russie est prenable 🤣
UgyqIaMaDd3psp427-l4AaABAg,C&#39;est du business voyez-vous quand dans un reportage ou une discussion ou il est mentionné Poutine beaucoup de gens regarde. Vous allez voir que sa sera l&#39;un de vidéo les plus regardés de la chaîne.
UgzZYLN3EkM-CZBvjwF4AaABAg,Non le plus protégé c&#39;est macron sinon il ne serait plus en poste.
UgyP5KekxCh-OiIo5QZ4AaABAg,Un dictateur est par nature paranoïaque 😅😅😅😅😅<br>Pour la simple raison qu&#39;il n&#39;est pas légitime...et le dictateur lui même le sait!!<br>Les dictateurs finissent souvent très mal et dans l&#39;organisation mafieuse de Putler le coup de couteau viendra de l&#39;intérieur !!!<br>Prions pour que cela arrive le plus tôt possible !!!
Ugy7Res3vSVZRGUuNC54AaABAg,Pas plus protéger que les ordures qui dirigent la France !
UgxPQTjYMK6BjfehARh4AaABAg,Mais quel dirigeant normalement constitué ne craint pas pour sa sécurité !!<br>Chez moi même un simple chef d&#39;entreprise est très bien sécurisé 😅
UgwIxfMVQhNff9ivSi54AaABAg,90% des éléments de la voiture viennent d&#39;Allemagne !!!😅😅😅
UgxyfPEr-OyFJZ19cHp4AaABAg,"Si le dictateur russe quitte le pouvoir, ses chances de survie sont des plus réduites. C&#39;est la raison pour laquelle il s&#39;accroche au pouvoir quitte à sacrifier des centaines de milliers de personnes. Le reste n&#39;est que du baratin pour neuneus à trois neurones."
UgyF9UKigB2m1kYHPTt4AaABAg,"Qui as tué Khadafi ? Son propre peuple ? Khadafi était réellement dictateur ?  L&#39; occident nous connaissons vos massages,   l&#39;Afrique est notre terre, gardez vos pays loin de nous, nous allons vivre avec celui que nous voulons."
UgyUQwJkVSWvBK-N1OB4AaABAg,Je ne vois rien de choquant!!!.. Tous les présidents devraient avoir ce type de protection. <br>La France un pays qui aime juger les autres mais qui a tendance à oublier son passé colonialiste et ces crimes contre l’humanité!
UgyS2OGytMYy66d67hp4AaABAg,"Pascal Bitot-Panelli ajoute &quot;Comme Biden...&quot;, mais BFMTV continue avec son obsession pour Poutine pour faire croire à une certaine paranoïa. Pathétique!"
Ugz0XwSWl-GmbPibVI94AaABAg,Vive POUTINE
Ugx4YMTJLT6DgtScYJZ4AaABAg,"Longue vie à Poutine, BFM, la vitrine de l&#39;Occident décadent"
Ugx3azpXps4T_i3Ilad4AaABAg,BFM c&#39;est une chaîne numérique de la honte...elle reproche aux autres ce qu&#39;elle même fait... invité un jour Caroline Galacteros l&#39;une des plus critiques des personnes en France en matière de débats..
UgzXIZwzfbGLt4JqDZp4AaABAg,Tous les chef d&#39;états du monde son protéger donc ce n&#39;est pas un scoop. un exemple tout simple de notre président macron lors de son déplacement au salon de l&#39;agriculture il était entouré de ses garde du corp et plus de 1000 crs 😂😂😂
Ugz6jHJnKCu1LoCj8oF4AaABAg,BFM la propagande Française 😂
Ugyl40pd7-5Kr8eMuex4AaABAg,"Poutine l&#39;homme le plus fort du monde,le plus raisonnable des dirigeants du monde doit être le plus protégé du monde."
UgyN3-cBE9K1pHEgBZx4AaABAg,Association des menteurs.
UgzolPO0dqIQKlATRGJ4AaABAg,L’homme le plus puissant du monde ♥️♥️♥️
Ugx58Rj-LIVEwF8iLsd4AaABAg,BFM allez balayer devant votre porte Pourquoi MICRON n&#39;a-t-il pas une voiture blindée dans ses déplacements ? ne sélectionne-t-il pas ses journaleux ?n&#39;&#39;ordonne t&#39;il pas a son préfet et au chef de la police sous peine d&#39;être virés ! une manifestations de soutien avec des voyous comme à La Reunion lorsqu&#39;il y est venu ?
Ugy4Yx6wyCgZjMQ82k94AaABAg,"Les trolls russes peuvent bien remercier les chaînes françaises de ne pas désactiver les commentaires, vu que c&#39;est leur (seul) gagne-pain."
Ugzo2DzZw8pnnSzopDZ4AaABAg,"Poutine n’est pas bunkerisé. On le voit régulièrement dans des concerts, des réunions. Je rappelle aussi que Khadaffi a été tué par Sarkozy et le sanguinaire Obama pour affaiblir encore davantage l’Afrique et permettre à leurs copains terroristes de prospérer. Poutine a raison d’être ultra protégé pcq il est l’acteur politique ennemi numéro 1 de l’Etat profond américain"
UgzWPM7QOTv8uLWbatl4AaABAg,😂😂😂 qui a compter le nombre de fois ou ils ont dit le mot &quot;PEUR&quot; <br>Et alors quest ce que ca fait quil renforce ca sécurité  cest quoi le probleme
UgywK_JgumentpkFysB4AaABAg,"Humilier, peur ..les 2 maîtres mots des medias du système pour le président Poutine 😂"
Ugz5hacE1uEp4foVoGR4AaABAg,"Pourquoi dire président pour l&#39;un et dictateur pour l&#39;autre, alors que ce sont tout les deuc des dictateurs schizophrènes ?"
UgyRrzMd_i6sdyoY9RV4AaABAg,Vous pensez qu&#39;il est possible de gifler Poutine comme pour Kéké rose???😅😅😅
UgxNcSlAnmjqeQGBG594AaABAg,"Je me.souviens que vous avez exalté air force one,et le dispositif sécuritaire autour du président américain,qui voyage même avec son carburant spécial pour son avion,mais maintenant que c&#39;est Poutine ,vous le dénigré.pourtant c&#39;est normal que ça sécurité doit ainsi,il ne s&#39;appartient plus,il appartient à la Russie et a ses intérêts,donc c&#39;est normal 🤣🤣"
UgzWeU9qURw638SQSbl4AaABAg,Il sait que la France et les usa cherchent à l&#39;éliminer.
UgwByuaSOdjVu0r3Qz14AaABAg,BFM quand t&#39;es que vous allez arrêter avec vos mensonge même le président le plus impuissant ne se déplace pas avec moins de 70 gardes mais sa se voit si vous ne parlez pas de Poutine ou de la Russie vous n&#39;aurez même pas 45 vues même votre pervers de président quand il humilié au salon de l&#39;agriculture pour se crédibilisé et avoir des vues il faut tenir des propos Russophobe pour pouvoir occuper le débat national chose qui est dommage parce que emanuel pervers macron sait qu&#39;il n&#39;a même pas 5% de la population avec lui par contre Poutine  plus de 87% de la population Russe est avec lui <br>D&#39;ailleurs pour quoi ne pas parler de Brigitte macron (Jean Michel Trognon)😂 transgenre 😅😅😅
Ugz6z5pTD_ZW_ykKv5x4AaABAg,Tu m&#39;étonnes 😮 vu tous les salopards qui l&#39;envient 😊. Il est la défense du monde propre ❤
UgxpviuID6nOu5DJqjt4AaABAg,Où est le problème ?
UgyWmbSSrXkAWDWv4ut4AaABAg,Poutine l&#39;homme du 21ème siècle toujours fort 💪💪💪
UgxijDhPLSSGgqG46tZ4AaABAg,Poutine a peur vous dites ? C&#39;est pour le bien du monde. Il faut qu&#39;il soit pour que ce monde soit protégé.
UgysC9t6hG89DWuJ7yx4AaABAg,Si moi aussi je faisait l&#39;objet de l&#39;obsession des médias comme ce M. je pensais que serait même plus prudente que lui🙄
UgwCCi2NSjUHfdQCHl14AaABAg,Quelle dirigeant n&#39;a pas peur de sa vie
UgzzL9mYE2a2jV2Ddwh4AaABAg,"On dit souvent celui qui n&#39;a pas peur n&#39;a pas le courage. Pour avoir le courage, il faut avoir peur. Très fort le président russe c&#39;est un modèle . Poutine est comme une bibliothèque pour moi . Son histoire est un livre."
Ugwtq-JdulOQzbFXVs14AaABAg,"🤣😀Media occidental dans sa propagande et sa mission, objectif: salir l&#39;image des gens qu&#39;ils aiment pas...."
UgwV_J4h88zB6V3_Ddx4AaABAg,"C normal en plus ,il a bcp d ennemi et tout les chefs d état ont pour pour leur vie, Poutine est seulement tres précautionneux 😊 Benalla frappait du gilet et jaune et d après ses aveux ils étaient l amant de Macron,Macron aussi a peur.Bfm je me demande pourquoi vous toucher de l argent publique pour vos désinformations et vos reportages inutiles, sauf pour faire la pub du matériel et techniques russe."
UgwIHsaECxbhpRGpVZJ4AaABAg,"BFM,maintenant reproche au président Poutine d&#39;organiser sa propre sécurité. Avant c&#39;était le président Américain était le président le plus sécuriser du monde maintenant si Poutine est mieux protégé mais où est le problème. <br>V.Poutine n&#39;est pas un dictateur,je vous rappel qu&#39; il est le plus populaire au monde et en Russie .<br>Vous prenez des gens qui sont venus demandés l&#39;exil cela est normale que ces gens disent ce que Vous voulez entendre.Quel honte pour les télés Françaises."
Ugxp4vzxkR4O7X9oIDJ4AaABAg,Bèèè FMTV
Ugxw15wrBeLgzIdjqxJ4AaABAg,Les traités n’est changent jamais 👎🏽
UgwmGILWuzSL0ZAa_994AaABAg,M Poutine le président le plus intéressant de monde
UgydtxWaD-2aCJNUhRB4AaABAg,"Kadahfi n&#39;a pas été assassiné par son peuple, empire du mensonge !!!"
UgxVrMWqOkol9vU90C14AaABAg,"ce n est pas de la paranoia bien que dans ce panier de crabe il y aurait de quoi (ON A VUE CE QU ILS ONT FAIT A KADAFI ET D AUTRES ) et le gars est le president de la russie il ne tient pas un kebab a bobini ,c est un fin stratége un joueur d echec avec tjrs 3 coups d avances ,vous avez vue vos sanctions ? il savait a quoi s attendre et avait les réponses et solutions a toutes vos tactiques de déstabilisations ,cout total de l operation la russie en pleine guerre 3% de croissances ,combien pour la france ? combien pour les etats unis ? ON EST D ACCORD SANS COMMENTAIRE"
UgxOkuWpPZonDMbgboB4AaABAg,Allez aussi faire des reportages sur la sécurité des présidents américains et européens !!! 😅😅😅
UgwsQL27CfAvV7Gy6tJ4AaABAg,Cet homme vous obsède. Vous autres occidentaux vous perdrez cette 3e guerre mondiale que vous souhaitez. Vous allez le regretter amèrement.
UgxvUXHosfWXWOSgtIp4AaABAg,Les gros menteurs comme vous elle ose dire kadafi a été assassiné par son peuple?Ce sont les occidentaux les grands criminels de ce monde qui ont assassiné kadafi
UgwZI-T8_ZhBQPa_GMl4AaABAg,Poutine a très peur pour sa vie!!! Mais qui n&#39;est pas peur pour sa vie?
UgzxuGVaoS2fbqa0FOR4AaABAg,"poutine a peur d un attentas contre lui ? c est l homme qui combat le systeme americains et toutes leurs magouilles ,il est finit le temps ou les usa etait les &quot; gendarmes du monde ,il a crée les bricks plus de la moitié du monde est avec lui malgres votre propagande ad nauséam sur le mechant russe plus on l écoute plus on est d accord avec sa vision du monde multipolaire ,de plus vos recits lors de la guerre en ukraine nous ont démontrés votre degrés de mensonges de propagandes ,pas une fois vous avez relatez les faits ,ce qui est bien avec internet c est que l on peut réecouter vos emissions et débats dans l entre soi jamais aucun contradicteurs et quand vous en invitez un, genre l ambassadeur russe c est pour lui faire passer un interrogatoire qui est contre productif car ce jeune russe parlant un français impecable vous répond sur un ton polie et cordial malgres tout vos efforts pour le faire sortir de ses gonds ,vous etes pitoyable"
UgxeWAsq-bDZ3AZKA1l4AaABAg,Merci le peuple français pour ces commentaires pertinents contre cette chaine de désinformation.  On garde espoir
UgxxHm-dPuhOQZ7x1Xh4AaABAg,"Putin a raison, avec les 1ers criminels de la Planète sont la nuire les autres peuples et leur dirigeant."
UgxBQ53wrUj724lxp9J4AaABAg,"C pour ça qu il veut être président ! Sinon il est mort !!!😅😅😅  ... pas de comparaison avec sadam,ou kadafi mais avec ceaucescu !😅😅😅😅😅"
UgyCY76QAMRIYjsszLV4AaABAg,C&#39;est comme si le meilleur journaliste à faire la propagande sur la Russie est primé sur les plateaux
UgxOk-PM5OMV2JlDQcF4AaABAg,Je me demande si un jour si BFM TV et LCI vont faire des émissions fiables sans nous bourré la tête avec des mensonges vraiment quel honte pour ces médias
UgyAKLOWelVd9DlBXRl4AaABAg,BFM je vois que Poutine vous hante hein 😂😂😂😂. En tout cas vous n&#39;allez plus nous embrouillé
UgxFetSg01RDDxzPiXt4AaABAg,"De la Propagande,  De la Propagande .😡😡😡"
UgxOTCssAcLkiPqpMTZ4AaABAg,Ça c&#39;est le reportage des gens qui ont essayé quelque chose contre lui en vain 😂. Il n&#39;y a pas de LGBTQ++Z dans sa garde. Ce sont des durs à cuire😅.<br>Je vous plaind
Ugxe1eMD7QeU-DMuQ2J4AaABAg,"vraiment c&#39;est ridicule, la chaîne mérite de fermer parce que là. il a plus la crédibilité et juste pour vous informer que les services secrets Russe FSB a trouvé les coordinateurs de l&#39;attentat a Moscou. et il s&#39;agit de l&#39;Ukraine et l&#39;ensemble occidentale et attendez la réponse du président du monde 21eme siècle monsieur le Président Vladimir Poutine uraaa."
UgwvK9O8yWSe6YK-BYV4AaABAg,"Et bah tout président doit prendre sa sécurité au sérieux, Macron l&#39;a compris après avoir recu une gifle il y a quelques années 😂😂😂 aujourd&#39;hui le mec se balade avec 1500 CRS"
UgwtsD0aFfWc4M_WmuV4AaABAg,Poutine a des raisons de s&#39;inquiéter quand on sait que la CIA rêve de l&#39;envoyer au cimetière je ne vois rien de paradoxal ? Poutine sais que sa plus grande menace est de l&#39;extérieur car les états unis sont capables d&#39;infiltrer des agents pour lui faire la peau. Il faut juste dire qu&#39;il sait toujours prendre les devants et ça sa vous met à l&#39;échec
UgxXDqk__2V7l9ikUrx4AaABAg,Reportage juste anti russe avec des anti russe planqué à l étranger une merde 💩 ce reportage
UgxX-mwLtgD1I3prJnp4AaABAg,Donc macroni n&#39;est pas protégé c&#39;est ça 😂😂😂
UgyMlkYGZD6jgQKkeDx4AaABAg,Oh bfm tv qui s&#39;enfonce de pire en pire dans le ridicule 😂
UgxxCRlWfa2KroB9cjN4AaABAg,UN COUP DE SNIPER C EST FINI RIGOLO DE BFM
UgxsOIy4A-eqjlLGETR4AaABAg,🤣🤣🤣
UgyvhouoM5VXD3uR5dR4AaABAg,A croire que les dirigeants occidentaux ne sont pas protégé.<br>C&#39;est un simple service de sécurité qui protégé un chef d&#39;état.<br>Rien de plus normal😉
UgykfeXlqAbnuA-zTIR4AaABAg,Un chef d&#39;État est toujours bien protégé
UgzgOEysSo-azDurmP54AaABAg,Vous devenez  fou français les palestinien se font tuer par les israélien
UgzhVxr3y5dnEZH5g9N4AaABAg,"C&#39;est vrai que Macron , au salon de l&#39;agriculture, s&#39;est pointé tout seul avec Madame pour un bain de foule ...Quand à Kadhafi &quot;tué par son propre peuple&quot; faut oser..Mais vous osez tout..."
UgwyeBAoQwBbiOdss_p4AaABAg,Arrêtez vos fadaises. Les américains dépensent plusieurs millions de dollars si ce n est le milliard pour protéger leur président. Et quand c est poutine vous voulez le faire passer pour un névrose sécuritaire. Il doit se protéger. C est même à encourager. Il n ya que les gentils qui n ont jamais su rester longtemps au pouvoir. Le pouvoir appartient aux complotistes.
UgxnBwyiInMRdKD_IGZ4AaABAg,mdr .. pensez vous qu ‘on mange du foin ?!! merci bfm continuez à nous prendre pour pour des ânes !
UgwHhM7k1Oe4TJMDE3t4AaABAg,"Amis de la désinformation et de la propagande otano-kiévienne, bonjour ! Au menu, nous est proposé un sujet crucial dont nous ne savons rien, mais que nous allons développer longuement, histoire de meubler le temps..."
UgzNNWcA3owClRSNpVh4AaABAg,et zelensky lui vire bien dans ses bunkers depuis deux ans lol mdr
Ugzm1owQL70hF7qSA4h4AaABAg,"Il est pas protégé contre sa population mais contre les autres pays, qui appelle a sa mort immédiatement. Contrairement a macron qui lui est protégé contre la population on se demande bien qui est légitime comme président"
UgxfOuhnZqcc0DrGfxJ4AaABAg,Bfm veut-elle le tué
Ugxer_-kFLdf_-8tX3F4AaABAg,"<a href=""https://www.youtube.com/watch?v=60eVndD6SKk&amp;t=360"">6:00</a> ambassades protégées ?! Poutine paranoïaque ou très intelligent mdr ?! Il y a juste avoir l’ambassade Iranienne au Liban bombardée par israél il y a quelques jours. Vous parlez trop pour rien, arrêtez de croire vous allez apprendre la vie a Poutine vous faites pitié"
UgzXvAp1g1iLUWHHT5N4AaABAg,"C&#39;est normal😂😂😂 reportage de gamins😂😂😂 mon Dieu,  mais quel niveau avez vous en France ????"
Ugz8Blrp0ctnhdYMhKl4AaABAg,"Poutinet, élu meilleur vendeur de bagnoles ! Car cinq minutes pour vendre un tas de tôle sur roulettes, c&#39;est un record du monde ! 😁<br><a href=""https://www.youtube.com/watch?v=60eVndD6SKk&amp;t=61"">1:01</a>"
Ugz17YTZAn2L3s87hFV4AaABAg,Tu est masalade bfm
Ugw9K3Tw1G_FOtYP64h4AaABAg,"Ce reportage est tellement ridicule que j&#39;en reste sans voix. Macron n&#39;a pas de securite personnelle c&#39;est ca ? Il est PRESIDENT DU PLUS GRAND PAYS DU MONDE, la majorite des pays occidentaux reve de l&#39;assassiner et vous vous attendez a ce qu&#39;il neglige sa protection personnelle? Le foutage de gueule est total."
UgzAxBJdPEntwyVTGsJ4AaABAg,"Un président très intelligent  , qui a raison de prendre sa sécurité au sérieux. <br><br>Vous ne savez plus quoi faire pour diaboliser .<br>Signalez cette video à font"
Ugx1lbkst14Ic_eUVY54AaABAg,Plus ont a peur de la mort plus ont ce protége
Ugy-6bNDKci1BOocdft4AaABAg,Vous êtes pathétique
UgwP8ZES8CULTB9ZwSJ4AaABAg,Macron est pire que poutine
Ugxws_dEfTpgDMBPVpZ4AaABAg,🤣🤣🤣 vous dites du mal de lui mais nous ne l’aimons comme ça vive poutine soutien total au peuple russe
UgxAclQIs1eeaGAPRmF4AaABAg,😂
Ugz_Q7MjNBFaP-pesEp4AaABAg,Haha c est sur tous les dirigeants occidentaux veulent sa peau
Ugz07yxkkk0QNvEsvoJ4AaABAg,Et ceux qui sont en exil n&#39;ont pas peur ?
UgwaOGni_dc2q4qFeXx4AaABAg,Il faut mettre poutine comme programme dans vos écoles ça mieux vous aider
UgzUza9kM5XfPU9VJFl4AaABAg,Les journalistes qui se ridiculisent en nous racontant n&#39;importe quoi.
UgyMo4yVOUQMh6atSXh4AaABAg,"Vous êtes obsédé par l&#39;homme fort du monde, Vladimir Putin ✊️🇷🇺"
Ugw6x02aoVWgSiI9svV4AaABAg,Khadafi tué par son peuple ? <br><br>Vous avez ce courage ?
Ugz14FCo7-pmr9t-gEx4AaABAg,"Ce normal, Poutine à complètement raison et redonner l’espoir et la fierté à la Russie"
UgwXPx9HY4JTK-2hNAd4AaABAg,Ils ont tellement d&#39;ennemis dans leurs propres pays qu&#39;ils ont intérêt d&#39;être su protégés sans oublier les ennemis extérieur à leurs pays
Ugzlgqc65tEU34ZZdpl4AaABAg,"Il a parfaitement raison, c&#39;est un président.😂😂😂"
UgxeYUKDy25iXYbcOLF4AaABAg,"le dictateur poutine, la sous-merde la plus parano du monde !"
Ugz6xtiLbf6XIYv6mzB4AaABAg,L&#39;homme le plus protégé du monde? Sans aucun doute Brigitte (l&#39;autre n&#39;est qu&#39;un gamin)
Ugx-2uXJG4weaBzukrh4AaABAg,La jalousie 😂😂<br>Vous êtes des envieux et des cyniques
UgwvURo30LhKv5oxXc94AaABAg,"l&#39;ennemi, c&#39;est Poutine Alléluia!"
UgwWgpQdtMpPtspEHAF4AaABAg,"Et Micron protégé par 800 policiers dans ses déplacements,  cest pas un tantinet disproportionné ?"
Ugz04V9UDO6wQjYhG214AaABAg,Macron dictateur assassin !!!!!
UgwS84Yo7U7vn0DZL0V4AaABAg,il n&#39;y a rien d&#39;extraordinaire c&#39;est la vie normale d&#39;un chef d&#39;État qui se respecte et qui ne prend pas de claque dehors sur la place publique comme certains
UgwFh939YV8hERILhS14AaABAg,Le but du reportage c&#39;était Quoi ? Longue vie à Poutine ❤
UgwyyowjA2OEI8o85Y14AaABAg,B F MERDE.....au top
UgxOZTMZMBcb2iLTkLF4AaABAg,Tout juste une est ce que il y a un président qui n&#39;a pas peur de mort ??
Ugw8ApNNe-f0ZSp3yg54AaABAg,"Il se cache dans un bunker de son peuple et des étrangers.Qui tue tant, il a toujours peur  d&#39;être tué.Il paie des milliers de trolls pour des commentaires Pro-russes agressifs sur <a href=""http://youtube.il/"">YouTube.Il</a> pense vivre éternellement..."
UgxzVUCnGGtdgUu428F4AaABAg,Moi j&#39;adore ce gars
Ugzdz2PbLJvHMfT4opx4AaABAg,Les gardes du corps de macron veille a ce qui prenne des baffes 😅😅😅
UgwOeSIstyZzmkm_Cqp4AaABAg,FAUX ! c&#39;est Macron rapport qualité prix !
UgwQOslvMZUNsLq67Wh4AaABAg,Occupation pour les faibles d&#39;esprit.
UgzvkDu86RFJiEzQI3l4AaABAg,Примитив на царствие 👍😂🤣😁
Ugz_wbwt9SsPZ2-iC9x4AaABAg,Mensonge total
Ugzgiq_Yyh1Vq0XE42Z4AaABAg,"Il a peur ,pas comme Macron que je croise tout les jours à pied sans surveillance .😂😂😂😂"
UgwmZNgJdRZA6l3_L8t4AaABAg,Comment est la libye  maintenant ?
Ugzd9_WDh53jh8sLKkh4AaABAg,Heureusement que vous reconnaissez sa puissance en cherchant la propagande.
UgyEnzxZPP3Xsz_jWrV4AaABAg,😂😂😂
UgwJFM3ox2qNJOe2HFJ4AaABAg,"Vive Vladimir Putine, Vive la Russia 🇷🇺, vive l &#39;Afrique."
UgyO9Qy3AQ7f7cyWRcZ4AaABAg,Donc en France le GSPR n existe plus ? Chaque president est protégé. Le Secret Service est moins bon que son homologue russe ? Soyons serieux
UgwufAtJr_gyHvw5jMF4AaABAg,Bientôt tu sera rattrapé par le KGB comme l&#39;autre ancien pilote d&#39;hélico qui a trahi sa patrie et tu vas mourir 😂😂😂
